county,city,state,model_year,make,model,type,cafv_eligibility,electric_utility
King,Bellevue,WA,2022,PORSCHE,TAYCAN,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Des Moines,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2019,JAGUAR,I-PACE,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Cowlitz,Longview,WA,2023,JEEP,WRANGLER,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Bellevue,WA,2018,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2020,HYUNDAI,KONA,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Bellevue,WA,2023,MERCEDES-BENZ,EQB-CLASS,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2024,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Mukilteo,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC
King,Kirkland,WA,2024,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kent,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Federal Way,WA,2022,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2020,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2022,FORD,ESCAPE,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Clark,Vancouver,WA,2019,JAGUAR,I-PACE,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Clark,Vancouver,WA,2022,POLESTAR,PS2,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Kent,WA,2024,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Normandy Park,WA,2024,KIA,NIRO,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,WA,2019,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Tukwila,WA,2023,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bothell,WA,2020,TESLA,MODEL Y,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seatac,WA,2022,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Yakima,Yakima,WA,2024,TESLA,MODEL Y,BEV,Unknown,PACIFICORP
Kitsap,Bremerton,WA,2020,TESLA,MODEL Y,BEV,Eligible,PUGET SOUND ENERGY INC
King,Renton,WA,2024,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,WA,2022,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2016,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2022,TESLA,MODEL Y,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kenmore,WA,2024,TOYOTA,RAV4 PRIME,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Olalla,WA,2021,VOLKSWAGEN,ID.4,BEV,Unknown,PUGET SOUND ENERGY INC
King,Auburn,WA,2023,SUBARU,SOLTERRA,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2022,NISSAN,LEAF,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Burien,WA,2022,VOLKSWAGEN,ID.4,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Renton,WA,2022,FORD,ESCAPE,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2018,HONDA,CLARITY,PHEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Mercer Island,WA,2021,BMW,X5,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2021,TESLA,MODEL Y,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Burien,WA,2023,RIVIAN,R1S,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Renton,WA,2022,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Duvall,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2023,TESLA,MODEL S,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Newcastle,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Shoreline,WA,2016,NISSAN,LEAF,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Thurston,Olympia,WA,2019,FORD,FUSION,PHEV,Not Eligible,PUGET SOUND ENERGY INC
King,Seattle,WA,2020,TESLA,MODEL Y,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Camas,WA,2023,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seatac,WA,2023,KIA,EV6,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Ridgefield,WA,2020,CHEVROLET,BOLT EV,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Jefferson,Port Townsend,WA,2022,TOYOTA,RAV4 PRIME,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
King,Kirkland,WA,2023,CHEVROLET,BOLT EUV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2021,PORSCHE,TAYCAN,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2017,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,WA,2024,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,WA,2018,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2022,BMW,X5,PHEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,WA,2025,BMW,IX,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kenmore,WA,2018,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Tukwila,WA,2024,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2023,HYUNDAI,IONIQ 6,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Yakima,Yakima,WA,2023,TESLA,MODEL Y,BEV,Unknown,PACIFICORP
King,Kirkland,WA,2025,RIVIAN,R1S,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2020,KIA,NIRO,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2023,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Kirkland,WA,2017,CHEVROLET,BOLT EV,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Renton,WA,2017,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2015,BMW,I3,PHEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Kitsap,Bainbridge Island,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC
King,Sammamish,WA,2020,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bainbridge Island,WA,2023,KIA,EV6,BEV,Unknown,PUGET SOUND ENERGY INC
King,Kirkland,WA,2021,TOYOTA,RAV4 PRIME,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2023,RIVIAN,R1T,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Kirkland,WA,2022,TESLA,MODEL S,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2022,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Olalla,WA,2022,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC
King,Seattle,WA,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2013,FORD,C-MAX,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Kitsap,Bainbridge Island,WA,2015,MERCEDES-BENZ,B-CLASS,BEV,Eligible,PUGET SOUND ENERGY INC
King,Seattle,WA,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Renton,WA,2016,CHEVROLET,SPARK,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Woodinville,WA,2022,NISSAN,LEAF,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2022,FORD,MUSTANG MACH-E,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bainbridge Island,WA,2017,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC
Stevens,Nine Mile Falls,WA,2021,TESLA,MODEL Y,BEV,Unknown,NO KNOWN ELECTRIC UTILITY SERVICE
Jefferson,Port Hadlock,WA,2022,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
King,Kirkland,WA,2019,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2024,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Kitsap,Bainbridge Island,WA,2012,TOYOTA,PRIUS PLUG-IN,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Clark,Vancouver,WA,2022,HYUNDAI,IONIQ,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,WA,2017,CHEVROLET,BOLT EV,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,WA,2024,TESLA,MODEL Y,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kirkland,WA,2023,KIA,NIRO,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Monroe,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC
King,Burien,WA,2021,VOLKSWAGEN,ID.4,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kent,WA,2014,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2016,KIA,SOUL,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,WA,2024,MAZDA,CX-90,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Jefferson,Port Townsend,WA,2017,FIAT,500,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
King,Mercer Island,WA,2019,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2022,TESLA,MODEL 3,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kirkland,WA,2023,NISSAN,LEAF,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Sammamish,WA,2021,CHEVROLET,BOLT EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2020,CHRYSLER,PACIFICA,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,WA,2013,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Lake Forest Park,WA,2021,NISSAN,LEAF,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Olympia,WA,2021,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC
King,Seatac,WA,2023,POLESTAR,PS2,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2023,TESLA,MODEL 3,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Bothell,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2021,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,WA,2024,TOYOTA,BZ4X,BEV,Unknown,PUGET SOUND ENERGY INC
King,Seattle,WA,2021,TESLA,MODEL 3,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2021,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,WA,2023,RIVIAN,R1T,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kirkland,WA,2021,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Tukwila,WA,2023,TESLA,MODEL Y,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Thurston,Olympia,WA,2011,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC
King,North Bend,WA,2013,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,WA,2022,KIA,EV6,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bothell,WA,2024,CADILLAC,LYRIQ,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2022,RIVIAN,R1T,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2022,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Renton,WA,2022,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seatac,WA,2022,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2015,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Jefferson,Port Townsend,WA,2012,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Clark,Vancouver,WA,2022,LINCOLN,AVIATOR,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Clark,Vancouver,WA,2013,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Bothell,WA,2023,TOYOTA,RAV4 PRIME,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2017,BMW,X5,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,WA,2018,VOLVO,XC90,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2024,NISSAN,LEAF,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bothell,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2020,TESLA,MODEL S,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Lynnwood,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC
King,Bellevue,WA,2022,FORD,F-150,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2021,VOLKSWAGEN,ID.4,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Bellevue,WA,2021,CHEVROLET,BOLT EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2021,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Port Orchard,WA,2019,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC
King,Seattle,WA,2024,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2023,BMW,I4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Snohomish,Lake Stevens,WA,2021,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC
Clark,Vancouver,WA,2024,MAZDA,CX-90,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Shoreline,WA,2021,NISSAN,LEAF,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kirkland,WA,2023,MERCEDES-BENZ,EQS-CLASS SUV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2023,FORD,MUSTANG MACH-E,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Redmond,WA,2024,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,WA,2019,AUDI,E-TRON,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kent,WA,2023,NISSAN,ARIYA,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2013,FORD,C-MAX,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2012,TOYOTA,PRIUS PLUG-IN,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Cowlitz,Kelso,WA,2023,CHEVROLET,BOLT EUV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Kent,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,WA,2023,NISSAN,ARIYA,BEV,Unknown,PUGET SOUND ENERGY INC
King,Seattle,WA,2017,NISSAN,LEAF,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Bellevue,WA,2014,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2022,NISSAN,LEAF,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Cowlitz,Kelso,WA,2023,VOLKSWAGEN,ID.4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Sammamish,WA,2020,CHEVROLET,BOLT EV,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bainbridge Island,WA,2024,RIVIAN,R1T,BEV,Unknown,PUGET SOUND ENERGY INC
King,Bellevue,WA,2014,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kenmore,WA,2021,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Woodinville,WA,2020,CHRYSLER,PACIFICA,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Burien,WA,2024,JEEP,WRANGLER,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2023,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,WA,2024,HYUNDAI,IONIQ 5,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Des Moines,WA,2022,BMW,X5,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2019,AUDI,E-TRON,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,WA,2024,JEEP,WRANGLER,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Mukilteo,WA,2019,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC
King,Seattle,WA,2018,TESLA,MODEL 3,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Redmond,WA,2022,VOLVO,XC90,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2024,KIA,NIRO,PHEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kirkland,WA,2019,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2024,RIVIAN,R1S,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Bellevue,WA,2018,TESLA,MODEL X,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2024,HYUNDAI,IONIQ 5,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Clark,Battle Ground,WA,2022,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Kirkland,WA,2022,BMW,X5,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2016,CHEVROLET,VOLT,PHEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Burien,WA,2023,VOLVO,XC60,PHEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Redmond,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,WA,2016,VOLVO,XC90,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,WA,2022,VOLVO,XC40,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kent,WA,2021,VOLKSWAGEN,ID.4,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Burien,WA,2018,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Lake Stevens,WA,2023,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Kitsap,Bainbridge Island,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC
King,Bothell,WA,2024,KIA,EV6,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,WA,2023,VOLKSWAGEN,ID.4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Federal Way,WA,2018,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2018,VOLVO,XC60,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2021,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2020,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,WA,2021,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Ridgefield,WA,2020,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,WA,2023,MERCEDES-BENZ,EQE-CLASS SUV,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Redmond,WA,2022,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
